Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Aaker D.","6603088180;","Branding: too often overlooked in disruptive innovation and social purpose arenas",2023,"Journal of Brand Management","30","3",,"185","189",,,"10.1057/s41262-023-00328-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159686215&doi=10.1057%2fs41262-023-00328-7&partnerID=40&md5=3f50255b3c040459ca4ad1207df37b3c","Prophet, San Francisco, CA, United States; Professor Emeritus, Berkeley Haas School of Business, University of California, Berkeley, Berkeley, CA, United States","Aaker, D., Prophet, San Francisco, CA, United States, Professor Emeritus, Berkeley Haas School of Business, University of California, Berkeley, Berkeley, CA, United States","Aaker, D.; ProphetUnited States; email: daaker@prophet.com",,"Palgrave Macmillan",1350231X,,,,"English","J. Brand Manage.",Note,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85159686215
"Frick S.J., Fletcher D., Smith A.C.","58165080000;58333850800;58164633800;","Pirate and chill: The effect of netflix on illegal streaming",2023,"Journal of Economic Behavior and Organization","209",,,"334","347",,,"10.1016/j.jebo.2023.03.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151307374&doi=10.1016%2fj.jebo.2023.03.013&partnerID=40&md5=067dcf68c43c28b0b0eb02825fa4a313","UC Berkeley, 530 Evans Hall, Berkeley, CA  94720, United States; Miami University, 3015 FSB, Oxford, OH  45056, United States; Bates College and IZA, 272 Pettengill Hall, Lewiston, ME  04240, United States","Frick, S.J., UC Berkeley, 530 Evans Hall, Berkeley, CA  94720, United States; Fletcher, D., Miami University, 3015 FSB, Oxford, OH  45056, United States; Smith, A.C., Bates College and IZA, 272 Pettengill Hall, Lewiston, ME  04240, United States","Frick, S.J.; UC Berkeley, 530 Evans Hall, United States; email: sfrick@berkeley.edu",,"Elsevier B.V.",01672681,,JEBOD,,"English","J. Econ. Behav. Organ.",Article,"Final","",Scopus,2-s2.0-85151307374
"Li D., Feng S., Song Y., Lai X., Bekhor S.","55857522100;57450442900;57214152949;49861520200;6602561719;","Asymmetric closed-form route choice models: Formulations and comparative applications",2023,"Transportation Research Part A: Policy and Practice","171",,"103627","","",,,"10.1016/j.tra.2023.103627","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150829854&doi=10.1016%2fj.tra.2023.103627&partnerID=40&md5=b1d8688df890e11837fd44b2565b57f6","Jiangsu Key Laboratory of Urban ITS, Southeast University, 2 Dongnandaxue Rd, Jiangsu, Nanjing, 211189, China; Jiangsu Province Collaborative Innovation Center of Modern, Urban Traffic Technologies, 2 Dongnandaxue Rd, Jiangsu, Nanjing, 211189, China; School of Transportation, Southeast University, 2 Dongnandaxue Rd, Jiangsu, Nanjing, 211189, China; Department of Civil and Environmental Engineering, University of California, Berkeley, 760 Davis Hall, Berkeley, CA  94720, United States; School of Electromechanical Engineering, Guangdong University of Technology, 100 Waihuan West Rd, Guangdong, Guangzhou, 510006, China; Department of Civil and Environmental Engineering, Technion – Israel Institute of Technology, Technion City, Haifa, 32000, Israel","Li, D., Jiangsu Key Laboratory of Urban ITS, Southeast University, 2 Dongnandaxue Rd, Jiangsu, Nanjing, 211189, China, Jiangsu Province Collaborative Innovation Center of Modern, Urban Traffic Technologies, 2 Dongnandaxue Rd, Jiangsu, Nanjing, 211189, China, School of Transportation, Southeast University, 2 Dongnandaxue Rd, Jiangsu, Nanjing, 211189, China; Feng, S., Jiangsu Key Laboratory of Urban ITS, Southeast University, 2 Dongnandaxue Rd, Jiangsu, Nanjing, 211189, China, Jiangsu Province Collaborative Innovation Center of Modern, Urban Traffic Technologies, 2 Dongnandaxue Rd, Jiangsu, Nanjing, 211189, China, School of Transportation, Southeast University, 2 Dongnandaxue Rd, Jiangsu, Nanjing, 211189, China, Department of Civil and Environmental Engineering, University of California, Berkeley, 760 Davis Hall, Berkeley, CA  94720, United States; Song, Y., Jiangsu Key Laboratory of Urban ITS, Southeast University, 2 Dongnandaxue Rd, Jiangsu, Nanjing, 211189, China, Jiangsu Province Collaborative Innovation Center of Modern, Urban Traffic Technologies, 2 Dongnandaxue Rd, Jiangsu, Nanjing, 211189, China, School of Transportation, Southeast University, 2 Dongnandaxue Rd, Jiangsu, Nanjing, 211189, China; Lai, X., School of Electromechanical Engineering, Guangdong University of Technology, 100 Waihuan West Rd, Guangdong, Guangzhou, 510006, China; Bekhor, S., Department of Civil and Environmental Engineering, Technion – Israel Institute of Technology, Technion City, Haifa, 32000, Israel","Feng, S.; Jiangsu Key Laboratory of Urban ITS, 2 Dongnandaxue Rd, Jiangsu, China; email: siqi_feng@seu.edu.cn",,"Elsevier Ltd",09658564,,,,"English","Transp. Res. Part A Policy Pract.",Article,"Final","",Scopus,2-s2.0-85150829854
"Ranganathan A.","25930597900;","When the Tasks Line Up: How the Nature of Supplementary Tasks Affects Worker Productivity",2023,"ILR Review","76","3",,"556","585",,,"10.1177/00197939221149999","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147410639&doi=10.1177%2f00197939221149999&partnerID=40&md5=6f75e19195e10509c1cfdbe48b4dd5f1","University of California, Berkeley, Haas School of Business, United States","Ranganathan, A., University of California, Berkeley, Haas School of Business, United States","Ranganathan, A.; University of California, United States; email: arunar@berkeley.edu",,"SAGE Publications Ltd",00197939,,,,"English","ILR Rev.",Article,"Final","",Scopus,2-s2.0-85147410639
"García-Sánchez M., Matanock A.M., Garbiras-Díaz N.","55242079700;57212585254;57203641959;","Do Citizens’ Preferences Matter? Shaping Legislator Attitudes Towards Peace Agreements",2023,"Journal of Conflict Resolution","67","5",,"893","922",,1,"10.1177/00220027221099245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131054994&doi=10.1177%2f00220027221099245&partnerID=40&md5=2b378e25a384345a5fe88f8bad119f42","Department of Political Science, and Global Studies, Universidad de Los Andes, Bogotá, Colombia; Department of Political Science, University of California, Berkeley, CA, United States; Max Weber Programme, European University Institute, Italy","García-Sánchez, M., Department of Political Science, and Global Studies, Universidad de Los Andes, Bogotá, Colombia; Matanock, A.M., Department of Political Science, University of California, Berkeley, CA, United States; Garbiras-Díaz, N., Max Weber Programme, European University Institute, Italy","Garbiras-Díaz, N.; Max Weber Programme, Italy; email: natalia.garbirasdiaz@eui.eu",,"SAGE Publications Inc.",00220027,,,,"English","J. Confl. Resolut.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85131054994
"Li C.-M.","58338550200;","The statistical system of Communist China",2023,"The Statistical System of Communist China",,,,"1","174",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162705511&partnerID=40&md5=f4e6c13d580f44e642d817830c2b5916","University of California, Berkeley, United States","Li, C.-M., University of California, Berkeley, United States","Li, C.-M.; University of California, United States",,"University of California Press",,9780520310865; 9780520305908,,,"English","The Stat. Syst. of Communist China",Book,"Final","",Scopus,2-s2.0-85162705511
"Leonard D.K.","7201954065;","Putting the farmer in control: Building agricultural institutions",2023,"Strategies for African Development",,,,"184","214",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161887437&partnerID=40&md5=099bc60174a51c9f6b06c287a533674d","University of California, Berkeley, United States","Leonard, D.K., University of California, Berkeley, United States","Leonard, D.K.; University of California, United States",,"University of California Press",,9780520315556; 0520057848; 9780520315549,,,"English","Strateg. for Afr. Dev.",Book Chapter,"Final","",Scopus,2-s2.0-85161887437
"Olszewski-Kubilius P., Subotnik R.F., Worrell F.C.","6603253989;6602170847;6701390843;","Sociocultural factors that affect the identification and development of talent in children and adolescents",2023,"European Journal of Training and Development","47","3-4",,"404","420",,,"10.1108/EJTD-01-2022-0003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138920894&doi=10.1108%2fEJTD-01-2022-0003&partnerID=40&md5=4684f5278fd9d017bbb97781e147f5a6","Center for Talent Development, Northwestern University, Evanston, IL, United States; Center for Psychology in Schools and Education, American Psychological Association, Washington, DC, United States; Graduate School of Education, University of California Berkeley, Berkeley, CA, United States","Olszewski-Kubilius, P., Center for Talent Development, Northwestern University, Evanston, IL, United States; Subotnik, R.F., Center for Psychology in Schools and Education, American Psychological Association, Washington, DC, United States; Worrell, F.C., Graduate School of Education, University of California Berkeley, Berkeley, CA, United States","Olszewski-Kubilius, P.; Center for Talent Development, United States; email: p-olszewski-kubilius@northwestern.edu",,"Emerald Publishing",20469012,,,,"English","Eur. J. Train. Dev.",Article,"Final","",Scopus,2-s2.0-85138920894
"Moon K., Bergemann P., Brown D., Chen A., Chu J., Eisen E.A., Fischer G.M., Loyalka P., Rho S., Cohen J.","57201523654;57191278193;57194704404;57269678800;55586516300;57222284707;55710917500;36349333400;57194066298;57213162274;","Manufacturing Productivity with Worker Turnover",2023,"Management Science","69","4",,"1995","2015",,,"10.1287/mnsc.2022.4476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156134069&doi=10.1287%2fmnsc.2022.4476&partnerID=40&md5=b68201b5817f3db6720eaac6b85c7fd2","The Wharton School, University of Pennsylvania, Philadelphia, PA  19104, United States; The Paul Merage School of Business, University of California–Irvine, Irvine, CA  92607, United States; Elevance Health, Palo Alto, CA, United States; Apple, Inc., Cupertino, CA  95014, United States; Department of Sociology, Columbia University, New York, 10027, United States; School of Public Health, University of California–Berkeley, Berkeley, CA  94720, United States; Boston Consulting Group, London, United Kingdom; Stanford Graduate School of Education, Stanford, CA  94305, United States; Graduate Institute of International and Development Studies, Geneva, Switzerland; Apple University, Cupertino, CA  95014, United States","Moon, K., The Wharton School, University of Pennsylvania, Philadelphia, PA  19104, United States; Bergemann, P., The Paul Merage School of Business, University of California–Irvine, Irvine, CA  92607, United States; Brown, D., Elevance Health, Palo Alto, CA, United States; Chen, A., Apple, Inc., Cupertino, CA  95014, United States; Chu, J., Department of Sociology, Columbia University, New York, 10027, United States; Eisen, E.A., School of Public Health, University of California–Berkeley, Berkeley, CA  94720, United States; Fischer, G.M., Boston Consulting Group, London, United Kingdom; Loyalka, P., Stanford Graduate School of Education, Stanford, CA  94305, United States; Rho, S., Graduate Institute of International and Development Studies, Geneva, Switzerland; Cohen, J., Apple University, Cupertino, CA  95014, United States","Moon, K.; The Wharton School, United States; email: kenmoon@wharton.upenn.edu",,"INFORMS Inst.for Operations Res.and the Management Sciences",00251909,,MSCIA,,"English","Manage Sci",Article,"Final","",Scopus,2-s2.0-85156134069
"Pundziene A., Sermontyte-Baniule R., Rialp-Criado J., Chesbrough H.","35093068200;57338929100;57226533073;6603859674;","Indirect effect of open innovation on clinical and economic value creation in digital healthcare: A comparative study of European countries",2023,"Journal of Business Research","159",,"113701","","",,1,"10.1016/j.jbusres.2023.113701","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147224435&doi=10.1016%2fj.jbusres.2023.113701&partnerID=40&md5=3b887d890fc38e35c1ebff759a6b140c","School of Economics and Business, Kaunas University of Technology, K. Donelaičio g. 73, Kaunas, LT-44249, Lithuania; Haas School of Business, University of California, Berkeley, Berkeley, CA  94720-1930, United States; Departament d'Empresa, Facultat d'Economia i Empresa, Universitat Autonoma de Barcelona, Bellaterra, 08193, Spain","Pundziene, A., School of Economics and Business, Kaunas University of Technology, K. Donelaičio g. 73, Kaunas, LT-44249, Lithuania, Haas School of Business, University of California, Berkeley, Berkeley, CA  94720-1930, United States; Sermontyte-Baniule, R., School of Economics and Business, Kaunas University of Technology, K. Donelaičio g. 73, Kaunas, LT-44249, Lithuania; Rialp-Criado, J., Departament d'Empresa, Facultat d'Economia i Empresa, Universitat Autonoma de Barcelona, Bellaterra, 08193, Spain; Chesbrough, H., Haas School of Business, University of California, Berkeley, Berkeley, CA  94720-1930, United States","Pundziene, A.; School of Economics and Business, K. Donelaičio g. 73, Lithuania; email: astapundziene@berkeley.edu",,"Elsevier Inc.",01482963,,JBRED,,"English","J. Bus. Res.",Article,"Final","",Scopus,2-s2.0-85147224435
"Liu Y., Wu X.","57264565600;58421927000;","How does shareholder governance affect the cost of borrowing? Evidence from the passage of anti-takeover provisions",2023,"Journal of Accounting and Economics","75","2-3","101569","","",,,"10.1016/j.jacceco.2022.101569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145197531&doi=10.1016%2fj.jacceco.2022.101569&partnerID=40&md5=b3b3729f3dcb9a82e858b5853e9f5e28","Simon Business School, University of Rochester, United States; Haas School of Business, University of California at Berkeley, United States","Liu, Y., Simon Business School, University of Rochester, United States; Wu, X., Haas School of Business, University of California at Berkeley, United States","Wu, X.; Haas School of Business, United States; email: xiwu@haas.berkeley.edu",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85145197531
"Dambra M., Even-Tov O., Naughton J.P.","55357152100;57195148892;56572294700;","The economic consequences of GASB financial statement disclosure",2023,"Journal of Accounting and Economics","75","2-3","101555","","",,1,"10.1016/j.jacceco.2022.101555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142707957&doi=10.1016%2fj.jacceco.2022.101555&partnerID=40&md5=d1aba58c278a586059123093f5954a3a","University at Buffalo, SUNY, United States; University of California, Berkeley, United States; University of Virginia, United States","Dambra, M., University at Buffalo, SUNY, United States; Even-Tov, O., University of California, Berkeley, United States; Naughton, J.P., University of Virginia, United States","Dambra, M.; University at Buffalo, United States; email: mjdambra@buffalo.edu",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85142707957
"Quiñones M., Posso C.M., Mancera N., Duque J.C., Medina C.A.","57219710307;37011743700;57982914000;15055699500;55496140200;","Intragenerational mobility and the concept of the equalization of longer-term incomes: An estimation for a developing country",2023,"Socio-Economic Planning Sciences","86",,"101463","","",,,"10.1016/j.seps.2022.101463","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142672276&doi=10.1016%2fj.seps.2022.101463&partnerID=40&md5=0e921ba3341f5263dc02fd088d03037c","Research in Spatial Economics - RiSE, EAFIT University, Colombia; Banco de la República, the Central Bank of Colombia - Medellin Branch, Colombia; University of California - Berkeley, United States; EIA University, Colombia","Quiñones, M., Research in Spatial Economics - RiSE, EAFIT University, Colombia, EIA University, Colombia; Posso, C.M., Banco de la República, the Central Bank of Colombia - Medellin Branch, Colombia; Mancera, N., University of California - Berkeley, United States; Duque, J.C., Research in Spatial Economics - RiSE, EAFIT University, Colombia; Medina, C.A., Banco de la República, the Central Bank of Colombia - Medellin Branch, Colombia","Quiñones, M.; Research in Spatial Economics - RiSE, Colombia; email: mauricio.quinones@eia.edu.co",,"Elsevier Ltd",00380121,,,,"English","Socio-Econ. Plann. Sci.",Article,"Final","",Scopus,2-s2.0-85142672276
"Amoroso S., Diodato D., Hall B.H., Moncada-Paternò-Castello P.","57190379406;56162778300;7401720259;8202568800;","Technological relatedness and industrial transformation:: Introduction to the Special Issue",2023,"Journal of Technology Transfer","48","2",,"469","475",,4,"10.1007/s10961-022-09941-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135539786&doi=10.1007%2fs10961-022-09941-1&partnerID=40&md5=f960d837f0aed5dc6c68b86ec250c7bc","Joint Research Centre, European Commission, Seville, Spain; German Institute for Economic Research (DIW), Berlin, Germany; Institute of Fiscal Studies, University of California at Berkeley, National Bureau of Economic Research, Berkeley, United States; Max Planck Institute Munich, Munich, Germany","Amoroso, S., Joint Research Centre, European Commission, Seville, Spain, German Institute for Economic Research (DIW), Berlin, Germany; Diodato, D., Joint Research Centre, European Commission, Seville, Spain; Hall, B.H., Institute of Fiscal Studies, University of California at Berkeley, National Bureau of Economic Research, Berkeley, United States, Max Planck Institute Munich, Munich, Germany; Moncada-Paternò-Castello, P., Joint Research Centre, European Commission, Seville, Spain","Amoroso, S.; German Institute for Economic Research (DIW)Germany; email: amorosara@gmail.com",,"Springer",08929912,,,,"English","J. Technol. Transf.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85135539786
"Shen Z.M., Sun Y.","8947426700;57296414700;","Strengthening supply chain resilience during COVID-19: A case study of JD.com",2023,"Journal of Operations Management","69","3",,"359","383",,63,"10.1002/joom.1161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117154626&doi=10.1002%2fjoom.1161&partnerID=40&md5=9f89a35d6da2e8ca4641d8af0c754239","College of Engineering, University of California, Berkeley, Berkeley, CA, United States; College of Engineering & College of Business and Economics, University of Hong Kong, Hong Kong; Department of Industrial Engineering, Tsinghua University, Beijing, China","Shen, Z.M., College of Engineering, University of California, Berkeley, Berkeley, CA, United States, College of Engineering & College of Business and Economics, University of Hong Kong, Hong Kong; Sun, Y., Department of Industrial Engineering, Tsinghua University, Beijing, China","Shen, Z.M.; College of Engineering, United States; email: maxshen@berkeley.edu",,"John Wiley and Sons Inc",02726963,,JOTME,,"English","J Oper Manage",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85117154626
"Tvedt I.M., Tommelein I.D., Klakegg O.J., Wong J.-M.","57215318799;7004273354;14021444100;58104080400;","Organizational values in support of leadership styles fostering organizational resilience: a process perspective",2023,"International Journal of Managing Projects in Business","16","2",,"258","278",,,"10.1108/IJMPB-05-2022-0121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148100132&doi=10.1108%2fIJMPB-05-2022-0121&partnerID=40&md5=d3c1f071c5c42516cccfc3c1c9c4214a","Department of Civil and Environmental Engineering, Norwegian University of Science and Technology, Trondheim, Norway; Department of Civil and Environmental Engineering, University of California Berkeley, Berkeley, CA, United States; KPFF Consulting Engineers Inc, San Francisco, CA, United States","Tvedt, I.M., Department of Civil and Environmental Engineering, Norwegian University of Science and Technology, Trondheim, Norway; Tommelein, I.D., Department of Civil and Environmental Engineering, University of California Berkeley, Berkeley, CA, United States; Klakegg, O.J., Department of Civil and Environmental Engineering, Norwegian University of Science and Technology, Trondheim, Norway; Wong, J.-M., KPFF Consulting Engineers Inc, San Francisco, CA, United States","Tvedt, I.M.; Department of Civil and Environmental Engineering, Norway; email: ida.m.tvedt@ntnu.no",,"Emerald Publishing",17538378,,,,"English","Int. J. Manag. Project Bus.",Article,"Final","",Scopus,2-s2.0-85148100132
"Beuve J., Moszoro M.W., Spiller P.T.","51060909800;56002429700;7006321164;","Doing It by the Book: Political Contestability and Public Contract Renegotiations",2023,"Journal of Law, Economics, and Organization","39","1",,"281","308",,,"10.1093/jleo/ewab039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160551810&doi=10.1093%2fjleo%2fewab039&partnerID=40&md5=ec084ec0d4b2337b723e7fa26948c269","Universite Paris 1 Pantheon-Sorbonne, France; International Monetary Fund, George Mason University, United States; SGH Warsaw School of Economics, Poland; University of California, Berkeley, United States; NBER, United States","Beuve, J., Universite Paris 1 Pantheon-Sorbonne, France; Moszoro, M.W., International Monetary Fund, George Mason University, United States, SGH Warsaw School of Economics, Poland; Spiller, P.T., University of California, Berkeley, United States, NBER, United States","Moszoro, M.W.1900 Pennsylvania Ave NW, United States; email: mmoszoro@imf.org",,"Oxford University Press",87566222,,,,"English","J. Law Econ. Organ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85160551810
"Ning Z.E., Villas-Boas J.M.","57222524553;36874874200;","Browse or Experience",2023,"Marketing Science","42","2",,"336","359",,,"10.1287/mksc.2022.1382","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159095146&doi=10.1287%2fmksc.2022.1382&partnerID=40&md5=67f3f42b1728f7c868c42d2e6b74c06e","UBC Sauder, School of Business, University of British Columbia, Vancouver, BC  V6T 1Z2, Canada; Haas School of Business, University of California, Berkeley, CA  94720, United States","Ning, Z.E., UBC Sauder, School of Business, University of British Columbia, Vancouver, BC  V6T 1Z2, Canada; Villas-Boas, J.M., Haas School of Business, University of California, Berkeley, CA  94720, United States","Villas-Boas, J.M.; Haas School of Business, United States; email: villas@haas.berkeley.edu",,"INFORMS Inst.for Operations Res.and the Management Sciences",07322399,,,,"English","Mark. Sci.",Article,"Final","",Scopus,2-s2.0-85159095146
"Bernhardt A., Campos C., Prohofsky A., Ramesh A., Rothstein J.","7006033557;58092692400;13008621100;57225146660;7103390682;","Independent Contracting, Self-Employment, and Gig Work: Evidence from California Tax Data",2023,"ILR Review","76","2",,"357","386",,,"10.1177/00197939221130322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147535603&doi=10.1177%2f00197939221130322&partnerID=40&md5=12c46e345ef27c3860ea44dde660299e","Technology and Work Program at the Center for Labor Research and Education at the University of California Berkeley, United States; University of Chicago Booth School of Business, United States; Chief Economist at the Franchise Tax Board, Sacramento, CA, United States; California Policy Lab at the University of California Berkeley, United States; Public Policy and Economics and the Faculty Director of the California Policy Lab at the University of California Berkeley, United States","Bernhardt, A.; Campos, C.; Prohofsky, A.; Ramesh, A.; Rothstein, J., Technology and Work Program at the Center for Labor Research and Education at the University of California Berkeley, United States, University of Chicago Booth School of Business, United States, Chief Economist at the Franchise Tax Board, Sacramento, CA, United States, California Policy Lab at the University of California Berkeley, United States, Public Policy and Economics and the Faculty Director of the California Policy Lab at the University of California Berkeley, United States","Rothstein, J.; Technology and Work Program at the Center for Labor Research and Education at the University of California BerkeleyUnited States; email: rothstein@berkeley.edu",,"SAGE Publications Ltd",00197939,,,,"English","ILR Rev.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85147535603
"Liu C., Zhang J., Lin S., Shen Z.-J.M.","58087837800;55621315300;56341338400;58022797300;","Service network design with consistent multiple trips",2023,"Transportation Research Part E: Logistics and Transportation Review","171",,"103028","","",,,"10.1016/j.tre.2023.103028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147297202&doi=10.1016%2fj.tre.2023.103028&partnerID=40&md5=fcfb4468b8a616431bc7bb8a87e5f1ff","Department of Industrial Engineering, Tsinghua University, Beijing, 100084, China; Department of Industrial and Manufacturing Systems Engineering, The University of Hong Kong999077, Hong Kong; Faculty of Engineering & Faculty of Business and Economics, The University of Hong Kong999077, Hong Kong; College of Engineering, University of California, Berkeley, CA  94720, United States","Liu, C., Department of Industrial Engineering, Tsinghua University, Beijing, 100084, China; Zhang, J., Department of Industrial Engineering, Tsinghua University, Beijing, 100084, China; Lin, S., Department of Industrial and Manufacturing Systems Engineering, The University of Hong Kong999077, Hong Kong; Shen, Z.-J.M., Faculty of Engineering & Faculty of Business and Economics, The University of Hong Kong999077, Hong Kong, College of Engineering, University of California, Berkeley, CA  94720, United States","Zhang, J.; Department of Industrial Engineering, China; email: zhangjunlong@tsinghua.edu.cn",,"Elsevier Ltd",13665545,,,,"English","Transp. Res. Part E Logist. Transp. Rev.",Article,"Final","",Scopus,2-s2.0-85147297202
"Handel B., Hong N., Hua L.M., Ito Y.","55631576300;57209978605;57201997547;57190050162;","Employer risk-adjustment transitions with inertial consumers: Evidence from CalPERS",2023,"Journal of Risk and Insurance","90","1",,"93","121",,2,"10.1111/jori.12417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147000078&doi=10.1111%2fjori.12417&partnerID=40&md5=d2c5d8613932594b59e340f1dbd97567","Department of Economics, University of California, Berkeley, CA, United States; Health Analysis Divisoin, Congressional Budget Office, Washington, DC, United States; Department of Health Care Management, The Wharton School, University of Pennsylvania, Philadelphia, PA, United States","Handel, B., Department of Economics, University of California, Berkeley, CA, United States; Hong, N., Health Analysis Divisoin, Congressional Budget Office, Washington, DC, United States; Hua, L.M., Department of Health Care Management, The Wharton School, University of Pennsylvania, Philadelphia, PA, United States; Ito, Y., Department of Economics, University of California, Berkeley, CA, United States","Handel, B.; Department of Economics, United States; email: handel@berkeley.edu",,"John Wiley and Sons Inc",00224367,,,,"English","J. Risk Insur.",Article,"Final","",Scopus,2-s2.0-85147000078
"Liu K., Zheng Z., Zou B., Hansen M.","57219686164;57219690321;55558490100;34770531200;","Airborne flight time: A comparative analysis between the U.S. and China",2023,"Journal of Air Transport Management","107",,"102341","","",,1,"10.1016/j.jairtraman.2022.102341","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143347548&doi=10.1016%2fj.jairtraman.2022.102341&partnerID=40&md5=2fb944a662a58c300924ba41ed25b2fb","Department of Civil and Environmental Engineering, University of California, Berkeley, United States; Department of Civil, Materials and Environmental Engineering, University of Illinois Chicago, United States; National Key Laboratory of Air Traffic Flow Management, Nanjing University of Aeronautics and Astronautics, China","Liu, K., Department of Civil and Environmental Engineering, University of California, Berkeley, United States; Zheng, Z., Department of Civil, Materials and Environmental Engineering, University of Illinois Chicago, United States, National Key Laboratory of Air Traffic Flow Management, Nanjing University of Aeronautics and Astronautics, China; Zou, B., Department of Civil and Environmental Engineering, University of California, Berkeley, United States, Department of Civil, Materials and Environmental Engineering, University of Illinois Chicago, United States; Hansen, M., Department of Civil and Environmental Engineering, University of California, Berkeley, United States","Zou, B.; Department of Civil, United States; email: bzou@uic.edu",,"Elsevier Ltd",09696997,,,,"English","J. Air Transp. Manage.",Article,"Final","",Scopus,2-s2.0-85143347548
"Weber M., Gorodnichenko Y., Coibion O.","56424608900;8567095900;15025740000;","The Expected, Perceived, and Realized Inflation of US Households Before and During the COVID19 Pandemic",2023,"IMF Economic Review","71","1",,"326","368",,2,"10.1057/s41308-022-00175-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130878759&doi=10.1057%2fs41308-022-00175-7&partnerID=40&md5=1cbed926cec6d66ceea5d28bd9b9270a","Booth School of Business, University of Chicago, 5807 South Woodlawn Ave., Chicago, IL  60637, United States; Economics Department, UC Berkeley, 530 Evans Hall, Berkeley, CA  94720, United States; Economics Department, University of Texas at Austin, 2225 Speedway, Austin, TX  78712, United States","Weber, M., Booth School of Business, University of Chicago, 5807 South Woodlawn Ave., Chicago, IL  60637, United States; Gorodnichenko, Y., Economics Department, UC Berkeley, 530 Evans Hall, Berkeley, CA  94720, United States; Coibion, O., Economics Department, University of Texas at Austin, 2225 Speedway, Austin, TX  78712, United States","Weber, M.; Booth School of Business, 5807 South Woodlawn Ave., United States; email: Michael.Weber@chicagobooth.edu",,"Palgrave Macmillan",20414161,,,,"English","IMF Econ.Rev.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85130878759
"Majchrzak A., Bogers M.L.A.M., Chesbrough H., Holgersson M.","7004097019;36117631500;6603859674;55450087300;","Creating and Capturing Value from Open Innovation: Humans, Firms, Platforms, and Ecosystems",2023,"California Management Review","65","2",,"5","21",,1,"10.1177/00081256231158830","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151076687&doi=10.1177%2f00081256231158830&partnerID=40&md5=c49126995abdce4fd5cf6a1581020803","University of Southern California, Los Angeles, CA, United States; Eindhoven University of Technology, Eindhoven, Netherlands; University of California, Berkeley, CA, United States; University of Copenhagen, Copenhagen, Denmark; Luiss Guido Carli University, Rome, Italy; Chalmers University of Technology, Gothenburg, Sweden","Majchrzak, A., University of Southern California, Los Angeles, CA, United States; Bogers, M.L.A.M., Eindhoven University of Technology, Eindhoven, Netherlands, University of California, Berkeley, CA, United States, University of Copenhagen, Copenhagen, Denmark; Chesbrough, H., University of California, Berkeley, CA, United States, Luiss Guido Carli University, Rome, Italy; Holgersson, M., Chalmers University of Technology, Gothenburg, Sweden",,,"SAGE Publications Ltd",00081256,,,,"English","Calif. Manage. Rev.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85151076687
