Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Palatnik R.R., Freer M., Levin M., Golberg A., Zilberman D.","8623642300;57197757075;14626262900;26657925100;35578894000;","Algae-Based Two-Stage Supply Chain with Co-Products",2023,"Ecological Economics","207",,"107781","","",,,"10.1016/j.ecolecon.2023.107781","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148609668&doi=10.1016%2fj.ecolecon.2023.107781&partnerID=40&md5=2355b4993e18a68a393b03b36d79000f","Department of Economics and Management, the Max Stern Yezreel Valley College, Jezreel Valley, Israel; NRERC - Natural Resource and Environmental Research Center, University of Haifa, Haifa, Israel; IIASA - International Institute for Applied Systems Analysis, Laxenburg, Austria; Department of Economics, University of Essex, Essex, United Kingdom; National Research University, Higher School of Economics, Moscow, Russian Federation; Porter School of Environmental and Earth Sciences, Tel Aviv University, Tel Aviv, Israel; Agricultural and Resource Economics Department, UC Berkeley, Berkeley, CA, United States; Russian Presidential Academy of National Economy and Public Administration, Moscow, Russian Federation","Palatnik, R.R., Department of Economics and Management, the Max Stern Yezreel Valley College, Jezreel Valley, Israel, NRERC - Natural Resource and Environmental Research Center, University of Haifa, Haifa, Israel, IIASA - International Institute for Applied Systems Analysis, Laxenburg, Austria; Freer, M., Department of Economics, University of Essex, Essex, United Kingdom; Levin, M., National Research University, Higher School of Economics, Moscow, Russian Federation, Russian Presidential Academy of National Economy and Public Administration, Moscow, Russian Federation; Golberg, A., Porter School of Environmental and Earth Sciences, Tel Aviv University, Tel Aviv, Israel; Zilberman, D., Agricultural and Resource Economics Department, UC Berkeley, Berkeley, CA, United States","Palatnik, R.R.; Department of Economics and Management, Israel; email: rachelpa@yvc.ac.il",,"Elsevier B.V.",09218009,,ECECE,,"English","Ecol. Econ.",Article,"Final","",Scopus,2-s2.0-85148609668
"Li H., Wang R.","57225147086;54902857000;","PELVE: Probability Equivalent Level of VaR and ES",2023,"Journal of Econometrics","234","1",,"353","370",,7,"10.1016/j.jeconom.2021.12.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126583364&doi=10.1016%2fj.jeconom.2021.12.012&partnerID=40&md5=530f1599f46f5ee44aba2f908356dc9b","Haas School of Business, University of California Berkeley, 2220 Piedmont Ave, Berkeley, CA 94720, United States; Department of Statistics and Actuarial Science, University of Waterloo, 200 University Ave W, Waterloo, ON, N2L 3G1, Canada","Li, H., Haas School of Business, University of California Berkeley, 2220 Piedmont Ave, Berkeley, CA 94720, United States; Wang, R., Department of Statistics and Actuarial Science, University of Waterloo, 200 University Ave W, Waterloo, ON, N2L 3G1, Canada","Wang, R.; Department of Statistics and Actuarial Science, 200 University Ave W, Waterloo, Canada; email: wang@uwaterloo.ca",,"Elsevier Ltd",03044076,,JECMB,,"English","J Econom",Article,"Final","",Scopus,2-s2.0-85126583364
"Li C.-M.","58338550200;","The statistical system of Communist China",2023,"The Statistical System of Communist China",,,,"1","174",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162705511&partnerID=40&md5=f4e6c13d580f44e642d817830c2b5916","University of California, Berkeley, United States","Li, C.-M., University of California, Berkeley, United States","Li, C.-M.; University of California, United States",,"University of California Press",,9780520310865; 9780520305908,,,"English","The Stat. Syst. of Communist China",Book,"Final","",Scopus,2-s2.0-85162705511
"Leonard D.K.","7201954065;","Putting the farmer in control: Building agricultural institutions",2023,"Strategies for African Development",,,,"184","214",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161887437&partnerID=40&md5=099bc60174a51c9f6b06c287a533674d","University of California, Berkeley, United States","Leonard, D.K., University of California, Berkeley, United States","Leonard, D.K.; University of California, United States",,"University of California Press",,9780520315556; 0520057848; 9780520315549,,,"English","Strateg. for Afr. Dev.",Book Chapter,"Final","",Scopus,2-s2.0-85161887437
"Delong B.","57208115017;","The first inflation problem of the twenty-first century",2023,"Review of Keynesian Economics","11","2",,"117","128",,,"10.4337/roke.2023.02.01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159046779&doi=10.4337%2froke.2023.02.01&partnerID=40&md5=07defde95120482a34d968d880a61399","University of California, Berkeley, United States","Delong, B., University of California, Berkeley, United States","Delong, B.; University of CaliforniaUnited States; email: delong@hey.com",,"Edward Elgar Publishing Ltd.",20495323,,,,"English","Rev. Keynes. Econ.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85159046779
"Fourcade M., Beckert J., Fligstein N., Carruthers B.G.","14319001200;12783882000;6603831255;7004563904;","Reflections on the field of socio-economics",2023,"Socio-Economic Review","21","2",,"703","720",,,"10.1093/ser/mwad014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162796082&doi=10.1093%2fser%2fmwad014&partnerID=40&md5=27b9b0ae2c7979597d9f65551dbf525b","UC Berkeley, United States","Fourcade, M., UC Berkeley, United States; Beckert, J., UC Berkeley, United States; Fligstein, N., UC Berkeley, United States; Carruthers, B.G., UC Berkeley, United States","Fourcade, M.; UC BerkeleyUnited States; email: marion.fourcade@gmail.com",,"Oxford University Press",14751461,,,,"English","Socio-Econ. Rev.",Note,"Final","",Scopus,2-s2.0-85162796082
"Cong L.W., George N.D., Wang G.","57208755069;57269542700;57269792700;","RIM-based value premium and factor pricing using value-price divergence",2023,"Journal of Banking and Finance","149",,"106812","","",,1,"10.1016/j.jbankfin.2023.106812","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149247166&doi=10.1016%2fj.jbankfin.2023.106812&partnerID=40&md5=f95a7876ff5ca9ae01b8841928cf777c","Samuel Curtis Johnson Graduate School of Management, Cornell University and National Bureau of Economic Research (NBER) Nathan Darden George: Haas school of Business, University of California Berkeley, United States; National Bureau of Economic Research (NBER), United States; Haas School of Business, University of California Berkeley, United States; School of Finance and Business, Shanghai Normal University, China","Cong, L.W., Samuel Curtis Johnson Graduate School of Management, Cornell University and National Bureau of Economic Research (NBER) Nathan Darden George: Haas school of Business, University of California Berkeley, United States, National Bureau of Economic Research (NBER), United States; George, N.D., Haas School of Business, University of California Berkeley, United States; Wang, G., School of Finance and Business, Shanghai Normal University, China","Wang, G.; School of Finance and Business, China; email: gjwang@tongji.edu.cn",,"Elsevier B.V.",03784266,,JBFID,,"English","J. Bank. Financ.",Article,"Final","",Scopus,2-s2.0-85149247166
"Sraer D., Thesmar D.","26431556800;24377125300;","How to Use Natural Experiments to Estimate Misallocation",2023,"American Economic Review","113","4",,"906","938",,1,"10.1257/aer.20190609","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147879652&doi=10.1257%2faer.20190609&partnerID=40&md5=3b32e522e691facb8d268727e683b3db","UC Berkeley, NBER, CEPR, United States; MIT, NBER, CEPR, United States","Sraer, D., UC Berkeley, NBER, CEPR, United States; Thesmar, D., MIT, NBER, CEPR, United States","Thesmar, D.; MIT, United States; email: thesmar@mit.edu",,"American Economic Association",00028282,,,,"English","Am. Econ. Rev.",Article,"Final","",Scopus,2-s2.0-85147879652
"Liu Y., Wu X.","57264565600;58421927000;","How does shareholder governance affect the cost of borrowing? Evidence from the passage of anti-takeover provisions",2023,"Journal of Accounting and Economics","75","2-3","101569","","",,,"10.1016/j.jacceco.2022.101569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145197531&doi=10.1016%2fj.jacceco.2022.101569&partnerID=40&md5=b3b3729f3dcb9a82e858b5853e9f5e28","Simon Business School, University of Rochester, United States; Haas School of Business, University of California at Berkeley, United States","Liu, Y., Simon Business School, University of Rochester, United States; Wu, X., Haas School of Business, University of California at Berkeley, United States","Wu, X.; Haas School of Business, United States; email: xiwu@haas.berkeley.edu",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85145197531
"Dambra M., Even-Tov O., Naughton J.P.","55357152100;57195148892;56572294700;","The economic consequences of GASB financial statement disclosure",2023,"Journal of Accounting and Economics","75","2-3","101555","","",,1,"10.1016/j.jacceco.2022.101555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142707957&doi=10.1016%2fj.jacceco.2022.101555&partnerID=40&md5=d1aba58c278a586059123093f5954a3a","University at Buffalo, SUNY, United States; University of California, Berkeley, United States; University of Virginia, United States","Dambra, M., University at Buffalo, SUNY, United States; Even-Tov, O., University of California, Berkeley, United States; Naughton, J.P., University of Virginia, United States","Dambra, M.; University at Buffalo, United States; email: mjdambra@buffalo.edu",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85142707957
"Quiñones M., Posso C.M., Mancera N., Duque J.C., Medina C.A.","57219710307;37011743700;57982914000;15055699500;55496140200;","Intragenerational mobility and the concept of the equalization of longer-term incomes: An estimation for a developing country",2023,"Socio-Economic Planning Sciences","86",,"101463","","",,,"10.1016/j.seps.2022.101463","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142672276&doi=10.1016%2fj.seps.2022.101463&partnerID=40&md5=0e921ba3341f5263dc02fd088d03037c","Research in Spatial Economics - RiSE, EAFIT University, Colombia; Banco de la República, the Central Bank of Colombia - Medellin Branch, Colombia; University of California - Berkeley, United States; EIA University, Colombia","Quiñones, M., Research in Spatial Economics - RiSE, EAFIT University, Colombia, EIA University, Colombia; Posso, C.M., Banco de la República, the Central Bank of Colombia - Medellin Branch, Colombia; Mancera, N., University of California - Berkeley, United States; Duque, J.C., Research in Spatial Economics - RiSE, EAFIT University, Colombia; Medina, C.A., Banco de la República, the Central Bank of Colombia - Medellin Branch, Colombia","Quiñones, M.; Research in Spatial Economics - RiSE, Colombia; email: mauricio.quinones@eia.edu.co",,"Elsevier Ltd",00380121,,,,"English","Socio-Econ. Plann. Sci.",Article,"Final","",Scopus,2-s2.0-85142672276
"Di Addario S., Kline P., Saggio R., Sølvsten M.","14063044900;12798840800;57219161658;57195804221;","It ain't where you're from, it's where you're at: Hiring origins, firm heterogeneity, and wages",2023,"Journal of Econometrics","233","2",,"340","374",,,"10.1016/j.jeconom.2021.12.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127878747&doi=10.1016%2fj.jeconom.2021.12.017&partnerID=40&md5=fbc161c12a73b832b051cd1b09daa299","Bank of Italy, Italy; University of California, Berkeley, United States; NBER, United States; University of British Columbia, Canada; University of Wisconsin, Madison, United States","Di Addario, S., Bank of Italy, Italy; Kline, P., University of California, Berkeley, United States, NBER, United States; Saggio, R., NBER, United States, University of British Columbia, Canada; Sølvsten, M., University of Wisconsin, Madison, United States","Saggio, R.; Department of Economics, 6000 Iona Drive, Canada; email: rsaggio@mail.ubc.ca",,"Elsevier Ltd",03044076,,JECMB,,"English","J Econom",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85127878747
"Dostie B., Li J., Card D., Parent D.","57203444035;57194069037;7006709011;7005635434;","Employer policies and the immigrant–native earnings gap",2023,"Journal of Econometrics","233","2",,"544","567",,2,"10.1016/j.jeconom.2021.07.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118544411&doi=10.1016%2fj.jeconom.2021.07.012&partnerID=40&md5=060c61358676f6f5af5d017ee4806ebe","HEC Montréal, Canada; Statistics Canada, Canada; UC Berkeley, United States; NBER, United States","Dostie, B., HEC Montréal, Canada; Li, J., Statistics Canada, Canada; Card, D., UC Berkeley, United States, NBER, United States; Parent, D., HEC Montréal, Canada","Dostie, B.; HEC MontréalCanada; email: benoit.dostie@hec.ca",,"Elsevier Ltd",03044076,,JECMB,,"English","J Econom",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85118544411
"Dal Bo E., Finan F., Folke O., Persson T., Rickne J.","12780208500;8339503800;54414131100;7007030649;54896362000;","Economic and Social Outsiders but Political Insiders: Sweden’s Populist Radical Right",2023,"Review of Economic Studies","90","2",,"675","706",,5,"10.1093/restud/rdac037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171976214&doi=10.1093%2frestud%2frdac037&partnerID=40&md5=40deb5ad6d7333512566b46fe225b04d","University of California, Berkeley, United States; Uppsala University, Sweden; Institute for International Economic Studies, Stockholm University, Sweden; Swedish Institute for Social Research, Stockholm University, University of Nottingham, Sweden","Dal Bo, E., University of California, Berkeley, United States; Finan, F., University of California, Berkeley, United States; Folke, O., Uppsala University, Sweden; Persson, T., Institute for International Economic Studies, Stockholm University, Sweden; Rickne, J., Swedish Institute for Social Research, Stockholm University, University of Nottingham, Sweden",,,"Oxford University Press",00346527,,,,"English","Rev. Econ. Stud.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85171976214
"Beuve J., Moszoro M.W., Spiller P.T.","51060909800;56002429700;7006321164;","Doing It by the Book: Political Contestability and Public Contract Renegotiations",2023,"Journal of Law, Economics, and Organization","39","1",,"281","308",,,"10.1093/jleo/ewab039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160551810&doi=10.1093%2fjleo%2fewab039&partnerID=40&md5=ec084ec0d4b2337b723e7fa26948c269","Universite Paris 1 Pantheon-Sorbonne, France; International Monetary Fund, George Mason University, United States; SGH Warsaw School of Economics, Poland; University of California, Berkeley, United States; NBER, United States","Beuve, J., Universite Paris 1 Pantheon-Sorbonne, France; Moszoro, M.W., International Monetary Fund, George Mason University, United States, SGH Warsaw School of Economics, Poland; Spiller, P.T., University of California, Berkeley, United States, NBER, United States","Moszoro, M.W.1900 Pennsylvania Ave NW, United States; email: mmoszoro@imf.org",,"Oxford University Press",87566222,,,,"English","J. Law Econ. Organ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85160551810
"de Janvry A., He G., Sadoulet E., Wang S., Zhang Q.","7004668770;57565530100;7004197155;57195807805;57221143202;","Subjective Performance Evaluation, Influence Activities, and Bureaucratic Work Behavior: Evidence from China",2023,"American Economic Review","113","3",,"766","799",,1,"10.1257/aer.20211207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159579493&doi=10.1257%2faer.20211207&partnerID=40&md5=dce9011fe9a0062b3e616410a233ad57","University of California, Berkeley, United States; University of Hong Kong, Hong Kong; University of Chicago, NBER, United States; Renmin University of China, China","de Janvry, A., University of California, Berkeley, United States; He, G., University of Hong Kong, Hong Kong; Sadoulet, E., University of California, Berkeley, United States; Wang, S., University of Chicago, NBER, United States; Zhang, Q., Renmin University of China, China","de Janvry, A.; University of CaliforniaUnited States; email: alain@berkeley.edu
He, G.; University of Hong KongHong Kong; email: gjhe@hku.hk
Sadoulet, E.; University of CaliforniaUnited States; email: esadoulet@berkeley.edu
Wang, S.; University of Chicago, United States; email: shaoda@uchicago.edu
Zhang, Q.; Renmin University of ChinaChina; email: zhangqiong8@ruc.edu.cn",,"American Economic Association",00028282,,,,"English","Am. Econ. Rev.",Article,"Final","",Scopus,2-s2.0-85159579493
"Francois P., Trebbi F., Xiao K.","7201904440;6507077872;57222028350;","Factions in Nondemocracies: Theory and Evidence From the Chinese Communist Party",2023,"Econometrica","91","2",,"565","603",,1,"10.3982/ECTA19274","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150467855&doi=10.3982%2fECTA19274&partnerID=40&md5=f0f44e31a5f0da20420fa223005b89a2","Vancouver School of Economics, University of British Columbia, Canada; Haas School of Business, University of California Berkeley, United States; CEPR, United States; NBER, United States; Columbia Business School, Columbia University, United States","Francois, P., Vancouver School of Economics, University of British Columbia, Canada; Trebbi, F., Haas School of Business, University of California Berkeley, United States, CEPR, United States, NBER, United States; Xiao, K., Columbia Business School, Columbia University, United States","Trebbi, F.; Haas School of Business, United States; email: ftrebbi@berkeley.edu",,"John Wiley and Sons Inc",00129682,,ECMTA,,"English","Econom",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85150467855
"Bronchetti E.T., Kessler J.B., Magenheim E.B., Taubinsky D., Zwick E.","55070915900;54926830600;6507100917;25226290400;57189516309;","Is Attention Produced Optimally? Theory and Evidence From Experiments With Bandwidth Enhancements",2023,"Econometrica","91","2",,"669","707",,1,"10.3982/ECTA20400","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150411509&doi=10.3982%2fECTA20400&partnerID=40&md5=1ae76942a8c547823b97e13b56faf300","Department of Economics, Swarthmore College, United States; The Wharton School, University of Pennsylvania, United States; NBER, United States; Department of Economics, UC Berkeley, United States; Booth School of Business, University of Chicago, United States","Bronchetti, E.T., Department of Economics, Swarthmore College, United States; Kessler, J.B., The Wharton School, University of Pennsylvania, United States, NBER, United States; Magenheim, E.B., Department of Economics, Swarthmore College, United States; Taubinsky, D., NBER, United States, Department of Economics, UC Berkeley, United States; Zwick, E., NBER, United States, Booth School of Business, University of Chicago, United States","Kessler, J.B.; The Wharton School, United States; email: judd.kessler@wharton.upenn.edu",,"John Wiley and Sons Inc",00129682,,ECMTA,,"English","Econom",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85150411509
"Dauwalter T.E., Harris R.I.","58145736200;57226614040;","Distributional Benefits of Rooftop Solar Capacity",2023,"Journal of the Association of Environmental and Resource Economists","10","2",,"487","523",,1,"10.1086/721604","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150251361&doi=10.1086%2f721604&partnerID=40&md5=a9d8cfbfa9d59b9e8947b9d20f8f690a","Bain & Company, United States; University of California, Berkeley, United States","Dauwalter, T.E., Bain & Company, United States; Harris, R.I., University of California, Berkeley, United States","Harris, R.I.; University of CaliforniaUnited States; email: bobby.harris@berkeley.edu",,"University of Chicago Press",23335955,,,,"English","J. Assoc. Environ. Resour. Econ.",Article,"Final","",Scopus,2-s2.0-85150251361
"Xu G.","55317697700;","BUREAUCRATIC REPRESENTATION AND STATE RESPONSIVENESS DURING TIMES OF CRISIS: THE 1918 PANDEMIC IN INDIA",2023,"Review of Economics and Statistics","105","2",,"482","491",,2,"10.1162/rest_a_01060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149970499&doi=10.1162%2frest_a_01060&partnerID=40&md5=90a7035cff2a6ec039368748d4d9b21a","University of California, Haas School of Business, Berkeley, United States","Xu, G., University of California, Haas School of Business, Berkeley, United States","Xu, G.; University of California, United States",,"MIT Press Journals",00346535,,,,"English","Rev. Econ. Stat.",Article,"Final","",Scopus,2-s2.0-85149970499
"Casey K., Glennerster R., Miguel E., Voors M.","56010295500;8364905100;57203082736;36638692400;","SKILL VERSUS VOICE IN LOCAL DEVELOPMENT",2023,"Review of Economics and Statistics","105","2",,"311","326",,,"10.1162/rest_a_01082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149933262&doi=10.1162%2frest_a_01082&partnerID=40&md5=80237bfcf6973588760aa2085a0e2330","Stanford University, United States; University of Chicago, United States; University of California, Berkeley, United States; Wageningen University, Netherlands","Casey, K., Stanford University, United States; Glennerster, R., University of Chicago, United States; Miguel, E., University of California, Berkeley, United States; Voors, M., Wageningen University, Netherlands",,,"MIT Press Journals",00346535,,,,"English","Rev. Econ. Stat.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85149933262
"Eichengreen B., Lafarguette R., Mehl A., Ferrari Minesso M.","7005233386;57225980261;23393429400;57815228900;","Technology and the geography of the foreign exchange market",2023,"Journal of International Money and Finance","131",,"102802","","",,1,"10.1016/j.jimonfin.2023.102802","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147200570&doi=10.1016%2fj.jimonfin.2023.102802&partnerID=40&md5=937570ed57f03ad7c9700be706620005","University of California, Berkeley, NBER and CEPR, United States; International Monetary Fund, United States; European Central Bank and CEPR, Germany; European Central Bank, Germany","Eichengreen, B., University of California, Berkeley, NBER and CEPR, United States; Lafarguette, R., International Monetary Fund, United States; Mehl, A., European Central Bank and CEPR, Germany; Ferrari Minesso, M., European Central Bank, Germany","Mehl, A.; European Central Bank and CEPRGermany; email: arnaud.mehl@ecb.europa.eu",,"Elsevier Ltd",02615606,,,,"English","J. Int. Money Financ.",Article,"Final","",Scopus,2-s2.0-85147200570
"Handel B., Hong N., Hua L.M., Ito Y.","55631576300;57209978605;57201997547;57190050162;","Employer risk-adjustment transitions with inertial consumers: Evidence from CalPERS",2023,"Journal of Risk and Insurance","90","1",,"93","121",,2,"10.1111/jori.12417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147000078&doi=10.1111%2fjori.12417&partnerID=40&md5=d2c5d8613932594b59e340f1dbd97567","Department of Economics, University of California, Berkeley, CA, United States; Health Analysis Divisoin, Congressional Budget Office, Washington, DC, United States; Department of Health Care Management, The Wharton School, University of Pennsylvania, Philadelphia, PA, United States","Handel, B., Department of Economics, University of California, Berkeley, CA, United States; Hong, N., Health Analysis Divisoin, Congressional Budget Office, Washington, DC, United States; Hua, L.M., Department of Health Care Management, The Wharton School, University of Pennsylvania, Philadelphia, PA, United States; Ito, Y., Department of Economics, University of California, Berkeley, CA, United States","Handel, B.; Department of Economics, United States; email: handel@berkeley.edu",,"John Wiley and Sons Inc",00224367,,,,"English","J. Risk Insur.",Article,"Final","",Scopus,2-s2.0-85147000078
"Aiken E.L., Bedoya G., Blumenstock J.E., Coville A.","57218499516;57194725133;6602473756;37110640400;","Program targeting with machine learning and mobile phone data: Evidence from an anti-poverty intervention in Afghanistan",2023,"Journal of Development Economics","161",,"103016","","",,,"10.1016/j.jdeveco.2022.103016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144964872&doi=10.1016%2fj.jdeveco.2022.103016&partnerID=40&md5=35d488e9cf37617c98f26794e149d2dc","School of Information, University of California, Berkeley, United States; Development Impact Evaluation Department, World Bank, United States","Aiken, E.L., School of Information, University of California, Berkeley, United States; Bedoya, G., Development Impact Evaluation Department, World Bank, United States; Blumenstock, J.E., School of Information, University of California, Berkeley, United States; Coville, A., Development Impact Evaluation Department, World Bank, United States","Blumenstock, J.E.; School of Information, United States; email: jblumenstock@berkeley.edu",,"Elsevier B.V.",03043878,,,,"English","J. Dev. Econ.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85144964872
"Lyons R.K., Viswanath-Natraj G.","35496364300;57225220947;","What keeps stablecoins stable?",2023,"Journal of International Money and Finance","131",,"102777","","",,1,"10.1016/j.jimonfin.2022.102777","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144853939&doi=10.1016%2fj.jimonfin.2022.102777&partnerID=40&md5=6f4adba7296d574c7b331bf7cec5d79e","Haas School of Business, University of California Berkeley, 2220 Piedmont Ave, Berkeley, CA  94720, United States; Warwick Business School, Scarman Rd, Coventry CV47AL, United Kingdom","Lyons, R.K., Haas School of Business, University of California Berkeley, 2220 Piedmont Ave, Berkeley, CA  94720, United States; Viswanath-Natraj, G., Warwick Business School, Scarman Rd, Coventry CV47AL, United Kingdom","Viswanath-Natraj, G.; Warwick Business School, Scarman Rd, Coventry CV47AL, United Kingdom; email: ganesh.viswanath-natraj@wbs.ac.uk",,"Elsevier Ltd",02615606,,,,"English","J. Int. Money Financ.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85144853939
"Weber M., Gorodnichenko Y., Coibion O.","56424608900;8567095900;15025740000;","The Expected, Perceived, and Realized Inflation of US Households Before and During the COVID19 Pandemic",2023,"IMF Economic Review","71","1",,"326","368",,2,"10.1057/s41308-022-00175-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130878759&doi=10.1057%2fs41308-022-00175-7&partnerID=40&md5=1cbed926cec6d66ceea5d28bd9b9270a","Booth School of Business, University of Chicago, 5807 South Woodlawn Ave., Chicago, IL  60637, United States; Economics Department, UC Berkeley, 530 Evans Hall, Berkeley, CA  94720, United States; Economics Department, University of Texas at Austin, 2225 Speedway, Austin, TX  78712, United States","Weber, M., Booth School of Business, University of Chicago, 5807 South Woodlawn Ave., Chicago, IL  60637, United States; Gorodnichenko, Y., Economics Department, UC Berkeley, 530 Evans Hall, Berkeley, CA  94720, United States; Coibion, O., Economics Department, University of Texas at Austin, 2225 Speedway, Austin, TX  78712, United States","Weber, M.; Booth School of Business, 5807 South Woodlawn Ave., United States; email: Michael.Weber@chicagobooth.edu",,"Palgrave Macmillan",20414161,,,,"English","IMF Econ.Rev.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85130878759
"Tang D., Tavafoghi H., Subramanian V., Nayyar A., Teneketzis D.","57200501224;56534130500;9274706800;26422446700;7005870931;","Dynamic Games Among Teams with Delayed Intra-Team Information Sharing",2023,"Dynamic Games and Applications","13","1",,"353","411",,1,"10.1007/s13235-022-00424-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124708394&doi=10.1007%2fs13235-022-00424-4&partnerID=40&md5=ce7d79d8c815012c3496700967664572","Electrical and Computer Engineering, University of Michigan, Ann Arbor, MI  48109, United States; Mechanical Engineering, University of California, Berkeley, CA  94720, United States; Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA  90089, United States","Tang, D., Electrical and Computer Engineering, University of Michigan, Ann Arbor, MI  48109, United States; Tavafoghi, H., Mechanical Engineering, University of California, Berkeley, CA  94720, United States; Subramanian, V., Electrical and Computer Engineering, University of Michigan, Ann Arbor, MI  48109, United States; Nayyar, A., Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA  90089, United States; Teneketzis, D., Electrical and Computer Engineering, University of Michigan, Ann Arbor, MI  48109, United States","Tang, D.; Electrical and Computer Engineering, United States; email: dwtang@umich.edu",,"Birkhauser",21530785,,,,"English","Dyn. Games Appl.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85124708394
"Eichengreen B.","7005233386;","Financial regulation in the age of the platform economy",2023,"Journal of Banking Regulation","24","1",,"40","50",,2,"10.1057/s41261-021-00187-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122089949&doi=10.1057%2fs41261-021-00187-9&partnerID=40&md5=d4f43adaaaaf16bf725e3a961cb3867a","University of California, Berkeley, United States","Eichengreen, B., University of California, Berkeley, United States","Eichengreen, B.; University of CaliforniaUnited States; email: eichengr@econ.berkeley.edu",,"Palgrave Macmillan",17456452,,,,"English","J. Bank. Regul.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85122089949
"Buck S., Nemati M., Sunding D.","38662352600;57200689444;6602694929;","Consumer welfare consequences of the California drought conservation mandate",2023,"Applied Economic Perspectives and Policy","45","1",,"510","533",,1,"10.1002/aepp.13213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120487246&doi=10.1002%2faepp.13213&partnerID=40&md5=090912d5e6f88ec85623a237719b066f","Department of Agricultural Economics, University of Kentucky, Lexington, KY, United States; School of Public Policy, University of California, Riverside, Riverside, CA, United States; Department of Agricultural and Resource Economics, University of California, Berkeley, Berkeley, CA, United States","Buck, S., Department of Agricultural Economics, University of Kentucky, Lexington, KY, United States; Nemati, M., School of Public Policy, University of California, Riverside, Riverside, CA, United States; Sunding, D., Department of Agricultural and Resource Economics, University of California, Berkeley, Berkeley, CA, United States","Buck, S.; University of KentuckyUnited States; email: steven.buck@uky.edu",,"John Wiley and Sons Inc",20405790,,,,"English","Appl. Econ. Perspect. Policy",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85120487246
