Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Fleming M.D., Safaeinili N., Knox M., Hernandez E., Brewster A.L.","57222285670;57209889729;56084725700;57727959400;56428744300;","Between health care and social services: Boundary objects and cross-sector collaboration",2023,"Social Science and Medicine","320",,"115758","","",,2,"10.1016/j.socscimed.2023.115758","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147420647&doi=10.1016%2fj.socscimed.2023.115758&partnerID=40&md5=74ef7d5e037faf720c0861197573693d","University of California, Berkeley, School of Public Health, Berkeley, CA, United States; Contra Costa Health Services, Contra Costa County, Concord, CA, United States","Fleming, M.D., University of California, Berkeley, School of Public Health, Berkeley, CA, United States; Safaeinili, N., University of California, Berkeley, School of Public Health, Berkeley, CA, United States; Knox, M., University of California, Berkeley, School of Public Health, Berkeley, CA, United States; Hernandez, E., Contra Costa Health Services, Contra Costa County, Concord, CA, United States; Brewster, A.L., University of California, Berkeley, School of Public Health, Berkeley, CA, United States","Fleming, M.D.; University of California, 2121 Berkeley Way West, United States; email: Mark.fleming@berkeley.edu",,"Elsevier Ltd",02779536,,SSMDE,"36753994","English","Soc. Sci. Med.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85147420647
"Liu J.X., Vallin J., Chiu C., Cabrera F.A., Hunter L.A., Rao A., Njau P., McCoy S.I.","55321518400;58088217500;57193167823;58088490300;57202532355;57194199366;56200212700;7005161905;","Designing for two: How enhancing human-centered design with behavioral nudges unlocked breakthroughs to promote young women's psychological safety and access to reproductive care in Tanzania",2023,"Social Science and Medicine","320",,"115683","","",,,"10.1016/j.socscimed.2023.115683","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147265647&doi=10.1016%2fj.socscimed.2023.115683&partnerID=40&md5=b72fe5a06bd4e1732c42f31fd0b35e04","Institute for Health and Aging, Bixby Center for Global Reproductive Health, University of California, San Francisco, 490 Illinois St. 123J, San Francisco, CA  94158, United States; School of Public Health, University of California, Berkeley, 2121 Berkeley Way, Berkeley, CA  94704, United States; Center for Excellence in Primary Care, University of California, San Francisco, Zuckerberg San Francisco General Hospital, 995 Potrero Ave, Ward 83, San Francisco, CA  94110, United States; Behavioral Insights and Program Design, Cityblock Health, 86 Laws Brook Rd, Concord, MA  01742, United States; National AIDS Control Programme, Ministry of Health, Community Development, Gender, Elderly and Children, Government City – Mtumba, Afya Road, P.O. Box 743, Dodoma, 40478, Tanzania","Liu, J.X., Institute for Health and Aging, Bixby Center for Global Reproductive Health, University of California, San Francisco, 490 Illinois St. 123J, San Francisco, CA  94158, United States; Vallin, J., Institute for Health and Aging, Bixby Center for Global Reproductive Health, University of California, San Francisco, 490 Illinois St. 123J, San Francisco, CA  94158, United States; Chiu, C., School of Public Health, University of California, Berkeley, 2121 Berkeley Way, Berkeley, CA  94704, United States; Cabrera, F.A., Center for Excellence in Primary Care, University of California, San Francisco, Zuckerberg San Francisco General Hospital, 995 Potrero Ave, Ward 83, San Francisco, CA  94110, United States; Hunter, L.A., School of Public Health, University of California, Berkeley, 2121 Berkeley Way, Berkeley, CA  94704, United States; Rao, A., Behavioral Insights and Program Design, Cityblock Health, 86 Laws Brook Rd, Concord, MA  01742, United States; Njau, P., National AIDS Control Programme, Ministry of Health, Community Development, Gender, Elderly and Children, Government City – Mtumba, Afya Road, P.O. Box 743, Dodoma, 40478, Tanzania; McCoy, S.I., School of Public Health, University of California, Berkeley, 2121 Berkeley Way, Berkeley, CA  94704, United States","Liu, J.X.; Institute for Health and Aging, San Francisco, 490 Illinois St. 123J, United States; email: Jenny.Liu2@ucsf.edu",,"Elsevier Ltd",02779536,,SSMDE,"36709692","English","Soc. Sci. Med.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85147265647
"Butler J.","25633650300;","Categories by which we try to live",2023,"European Journal of Philosophy","31","1",,"283","288",,,"10.1111/ejop.12843","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146764807&doi=10.1111%2fejop.12843&partnerID=40&md5=0620b2a34d7d037751407d82b14e51e3","Comparative Literature, UC Berkeley, Berkeley, CA, United States","Butler, J., Comparative Literature, UC Berkeley, Berkeley, CA, United States","Butler, J.; Comparative Literature, United States; email: jpbutler@berkeley.edu",,"John Wiley and Sons Inc",09668373,,,,"English","Eur. J. Philos.",Article,"Final","",Scopus,2-s2.0-85146764807
"Basich C., Svegliato J., Wray K.H., Witwicki S., Biswas J., Zilberstein S.","57215351127;55855152200;57002971000;26029637400;35774160500;6603805660;","Competence-aware systems",2023,"Artificial Intelligence","316",,"103844","","",,1,"10.1016/j.artint.2022.103844","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146148222&doi=10.1016%2fj.artint.2022.103844&partnerID=40&md5=ff285fec3a2334101b20473a312222de","University of Massachusetts Amherst, Amherst, MA, United States; University of California, Berkeley, Berkeley, CA, United States; Alliance Innovation Lab Silicon Valley, Santa Clara, CA, United States; The University of Texas at Austin, Austin, TX, United States","Basich, C., University of Massachusetts Amherst, Amherst, MA, United States; Svegliato, J., University of California, Berkeley, Berkeley, CA, United States; Wray, K.H., Alliance Innovation Lab Silicon Valley, Santa Clara, CA, United States; Witwicki, S., Alliance Innovation Lab Silicon Valley, Santa Clara, CA, United States; Biswas, J., The University of Texas at Austin, Austin, TX, United States; Zilberstein, S., University of Massachusetts Amherst, Amherst, MA, United States","Basich, C.; University of Massachusetts AmherstUnited States; email: cbasich@cs.umass.edu",,"Elsevier B.V.",00043702,,AINTB,,"English","Artif Intell",Article,"Final","",Scopus,2-s2.0-85146148222
"Scott A.R.","57404772200;","Archaeology, Disability, Healthcare, and the Weimar Joint Sanatorium for Tuberculosis",2023,"International Journal of Historical Archaeology","27","1",,"201","219",,,"10.1007/s10761-022-00661-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130429729&doi=10.1007%2fs10761-022-00661-8&partnerID=40&md5=6d4af09e99219671d223e82f8b363444","University of California Berkeley, Berkeley, CA, United States; Far Western Anthropological Research Group, Inc., 200 Gate 5 Road, Suite 102, Sausalito, CA  94965, United States","Scott, A.R., University of California Berkeley, Berkeley, CA, United States, Far Western Anthropological Research Group, Inc., 200 Gate 5 Road, Suite 102, Sausalito, CA  94965, United States","Scott, A.R.; Far Western Anthropological Research Group, 200 Gate 5 Road, Suite 102, United States; email: alyssa_scott@berkeley.edu",,"Springer",10927697,,IJHAF,,"English","Int. J. Hist. Archaeol.",Article,"Final","",Scopus,2-s2.0-85130429729
"Wilkie L.A.","6701454029;","Imagining Archaeologies without Ableism",2023,"International Journal of Historical Archaeology","27","1",,"241","266",,1,"10.1007/s10761-021-00650-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122825107&doi=10.1007%2fs10761-021-00650-3&partnerID=40&md5=579871b05e43af5d54d3c961b96ed094","Department of Anthropology, University of California, Berkeley, 232 Anthropology and Art Practice Building, Berkeley, CA  94720-3710, United States","Wilkie, L.A., Department of Anthropology, University of California, Berkeley, 232 Anthropology and Art Practice Building, Berkeley, CA  94720-3710, United States","Wilkie, L.A.; Department of Anthropology, 232 Anthropology and Art Practice Building, United States; email: lawilkie@berkeley.edu",,"Springer",10927697,,IJHAF,,"English","Int. J. Hist. Archaeol.",Letter,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85122825107
"Camp S.L., Heath-Stout L., Wooten K., Barnes J.A., Surface-Evans S., Komara Z., Scott A.R.","36343483200;57210441717;57405423100;54410217700;57190346233;57211456068;57404772200;","Reflections on Writing about Health and Well-Being during the COVID-19 Pandemic",2023,"International Journal of Historical Archaeology","27","1",,"234","240",,1,"10.1007/s10761-021-00646-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122495549&doi=10.1007%2fs10761-021-00646-z&partnerID=40&md5=45eb2411ca89d413d6ae096918bd84c2","Department of Anthropology, Michigan State University, East Lansing, MI, United States; Department of Anthropology, University of Massachusetts Boston, 100 William T. Morrissey Blvd., Boston, MA  02125, United States; California Department of Transportation’s Cultural Studies Office in Sacramento, 1446 Jackson Gate Road, Jackson, CA  95642, United States; South Carolina Department of Natural Resources, Heritage Trust, 918 Duke Street, Georgetown, SC  29440, United States; Department of Sociology, Anthropology, and Social Work, Central Michigan University, 138 Anspach Hall, Mount Pleasant, MI  48859, United States; Lewis Honors College, University of Kentucky, 447 N. Martin Luther King Blvd., Lexington, KY  40508, United States; Department of Anthropology, University of California Berkeley, 232 Kroeber Hall, Berkeley, CA  94720, United States","Camp, S.L., Department of Anthropology, Michigan State University, East Lansing, MI, United States; Heath-Stout, L., Department of Anthropology, University of Massachusetts Boston, 100 William T. Morrissey Blvd., Boston, MA  02125, United States; Wooten, K., California Department of Transportation’s Cultural Studies Office in Sacramento, 1446 Jackson Gate Road, Jackson, CA  95642, United States; Barnes, J.A., South Carolina Department of Natural Resources, Heritage Trust, 918 Duke Street, Georgetown, SC  29440, United States; Surface-Evans, S., Department of Sociology, Anthropology, and Social Work, Central Michigan University, 138 Anspach Hall, Mount Pleasant, MI  48859, United States; Komara, Z., Lewis Honors College, University of Kentucky, 447 N. Martin Luther King Blvd., Lexington, KY  40508, United States; Scott, A.R., Department of Anthropology, University of California Berkeley, 232 Kroeber Hall, Berkeley, CA  94720, United States","Camp, S.L.; Department of Anthropology, United States; email: campstac@msu.edu",,"Springer",10927697,,IJHAF,,"English","Int. J. Hist. Archaeol.",Letter,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85122495549
"Ko E.","57805523300;","On the origins of multiple exponence in Crow",2023,"Diachronica","40","1",,"73","110",,,"10.1075/dia.22003.ko","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153612146&doi=10.1075%2fdia.22003.ko&partnerID=40&md5=f60ecf3ec6fcf53e095f2fff5cbff64c","University of California, Berkeley, United States","Ko, E., University of California, Berkeley, United States","Ko, E.; Department of Linguistics, Dwinelle Hall, #2650, United States; email: eddersko@berkeley.edu",,"John Benjamins Publishing Company",01764225,,,,"English","Diachronica",Article,"Final","",Scopus,2-s2.0-85153612146
"Nolan M.","38162154700;","Beauty",2023,"The Chaucer Encyclopedia","1-4",,,"182","184",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168990066&partnerID=40&md5=cc27af3c6d0c611d97af97e39a795c1e","University of California, Berkeley, United States","Nolan, M., University of California, Berkeley, United States","Nolan, M.; University of CaliforniaUnited States",,"wiley",,9781119086130; 9781119087991,,,"English","The Chaucer Encycl.",Book Chapter,"Final","",Scopus,2-s2.0-85168990066
"Crosson C.G.","57201299288;","Grammatica",2023,"The Chaucer Encyclopedia","2-4",,,"835","836",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168947089&partnerID=40&md5=6b7c7db658e11d7b95c36d5d4ecc6227","University of California, Berkeley, United States","Crosson, C.G., University of California, Berkeley, United States","Crosson, C.G.; University of CaliforniaUnited States",,"wiley",,9781119086130; 9781119087991,,,"English","The Chaucer Encycl.",Book Chapter,"Final","",Scopus,2-s2.0-85168947089
"Crosson C.G.","57201299288;","Retraction, The",2023,"The Chaucer Encyclopedia","4-4",,,"1600","1602",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168926871&partnerID=40&md5=8df3de30284fa626b9ebf81ebddc8c29","University of California, Berkeley, United States","Crosson, C.G., University of California, Berkeley, United States","Crosson, C.G.; University of CaliforniaUnited States",,"wiley",,9781119086130; 9781119087991,,,"English","The Chaucer Encycl.",Book Chapter,"Final","",Scopus,2-s2.0-85168926871
"Seltzer K., de los Ríos C.V.","57195318793;55369771500;","Creating your classroom from the students up: Tapping into students' translanguaging and raciolinguistic literacies for deep reading",2023,"Deep Reading, Deep Learning: Deep Reading Volume 2",,,,"175","188",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169525157&partnerID=40&md5=8fb907a2ca2e0bf59f7d9beb08ddc12f","Rowan University, United States; Graduate School of Education, University of California, Berkeley, United States","Seltzer, K., Rowan University, United States; de los Ríos, C.V., Graduate School of Education, University of California, Berkeley, United States","Seltzer, K.; Rowan UniversityUnited States",,"Peter Lang AG",,9781433193354; 9781433191954,,,"English","Deep Read., Deep Learn.: Deep Read. Volume 2",Book Chapter,"Final","",Scopus,2-s2.0-85169525157
"Abrusán M.","37088014400;","Plural and Quantified Protagonists in Free Indirect Discourse and Protagonist Projection",2023,"Journal of Semantics","40","1",,"127","151",,,"10.1093/jos/ffad004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166123283&doi=10.1093%2fjos%2fffad004&partnerID=40&md5=9ffd7918890f5b1ab16a015d35a1e445","Institut Jean Nicod, Département d'Études Cognitives Ens, Ehess, Psl Research University, Cnrs, Paris, France; Uc Berkeley, United States","Abrusán, M., Institut Jean Nicod, Département d'Études Cognitives Ens, Ehess, Psl Research University, Cnrs, Paris, France, Uc Berkeley, United States","Abrusán, M.; Institut Jean Nicod, France; email: marta.abrusan@gmail.com",,"Oxford University Press",01675133,,,,"English","J. Semant.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85166123283
"Tamir M., Shech E.","55980177100;55884974500;","Machine understanding and deep learning representation",2023,"Synthese","201","2","51","","",,,"10.1007/s11229-022-03999-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146977854&doi=10.1007%2fs11229-022-03999-y&partnerID=40&md5=f9d0b494fbd6bfe5c5b9f0c0393995fb","University of California, Berkeley, CA, United States; Auburn University, Auburn, AL, United States","Tamir, M., University of California, Berkeley, CA, United States; Shech, E., Auburn University, Auburn, AL, United States","Tamir, M.; University of CaliforniaUnited States; email: mike.tamir@berkeley.edu
Shech, E.; Auburn UniversityUnited States; email: eshech@auburn.edu",,"Springer Science and Business Media B.V.",00397857,,,,"English","Synthese",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85146977854
"Fugate S.","58075670000;","“Untranslated and Untranslatable”? A Sonic Study of Pope’s Odyssey",2023,"Modern Philology","120","3",,"378","393",,,"10.1086/722507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146650791&doi=10.1086%2f722507&partnerID=40&md5=537031d29c00ffe9cdc02470d49ee9ba","University of California, Berkeley, United States","Fugate, S., University of California, Berkeley, United States","Fugate, S.; University of CaliforniaUnited States",,"University of Chicago Press",00268232,,,,"English","Mod. Philol.",Note,"Final","",Scopus,2-s2.0-85146650791
"Adams J.","7404782918;","Why Jewish Refugees Were Imprisoned in a Spanish Detention Camp while Fleeing Europe (1940–1945)",2023,"Journal of Modern European History","21","1",,"110","132",,,"10.1177/16118944221130464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144416358&doi=10.1177%2f16118944221130464&partnerID=40&md5=e17e9dcbfeaa4c24085fdf2d080c623a","Center for Jewish Studies, University of California at Berkeley, United States; Department of Medieval, Modern and Contemporary History, University of Salamanca, Spain","Adams, J., Center for Jewish Studies, University of California at Berkeley, United States, Department of Medieval, Modern and Contemporary History, University of Salamanca, Spain","Adams, J.; Center for Jewish Studies, United States; email: jacqueline.adams@berkeley.edu",,"SAGE Publications Inc.",16118944,,,,"English","J. Mod. Eur. Hist.",Article,"Final","",Scopus,2-s2.0-85144416358
"Dixon T., Parker L.","57933916300;22986305300;","The Lion Refugee in Europe: A Critical Race/Anti-Blackness Counterstory",2023,"Cultural Studies - Critical Methodologies","23","1",,"3","13",,,"10.1177/15327086221131016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140204989&doi=10.1177%2f15327086221131016&partnerID=40&md5=696f793ded58c9789b6b5e0ed1c36f9d","University of California, Berkeley, United States; The University of Utah, Salt Lake City, United States","Dixon, T., University of California, Berkeley, United States; Parker, L., The University of Utah, Salt Lake City, United States","Parker, L.; The University of UtahUnited States; email: Laurence.Parker@utah.edu",,"SAGE Publications Inc.",15327086,,,,"English","Cult. Stud. Crit. Methodol.",Article,"Final","",Scopus,2-s2.0-85140204989
"Khazem L.R., Pearlstien J.G., Anestis M.D., Gratz K.L., Tull M.T., Bryan C.J.","56518305400;57824506200;15821688600;57202224154;6603851453;21933788900;","Differences in suicide risk correlates and history of suicide ideation and attempts as a function of disability type",2023,"Journal of Clinical Psychology","79","2",,"466","476",,,"10.1002/jclp.23419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135163502&doi=10.1002%2fjclp.23419&partnerID=40&md5=079701f3c60d9931447cf801019f8888","Department of Psychiatry and Behavioral Health, The Ohio State University Wexner Medical Center, Columbus, OH, United States; Department of Psychology, University of California, Berkeley, Berkeley, CA, United States; Rutgers University, New Brunswick, NJ, United States; Department of Psychology, University of Toledo, Toledo, OH, United States","Khazem, L.R., Department of Psychiatry and Behavioral Health, The Ohio State University Wexner Medical Center, Columbus, OH, United States; Pearlstien, J.G., Department of Psychology, University of California, Berkeley, Berkeley, CA, United States; Anestis, M.D., Rutgers University, New Brunswick, NJ, United States; Gratz, K.L., Department of Psychology, University of Toledo, Toledo, OH, United States; Tull, M.T., Department of Psychology, University of Toledo, Toledo, OH, United States; Bryan, C.J., Department of Psychiatry and Behavioral Health, The Ohio State University Wexner Medical Center, Columbus, OH, United States","Khazem, L.R.; Department of Psychiatry and Behavioral Health, 1670 Upham Dr, United States; email: lauren.khazem@osumc.edu",,"John Wiley and Sons Inc",00219762,,JCPYA,"35909343","English","J. Clin. Psychol.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85135163502
"Song S.","35226672300;","Justice, Collective Self-Determination, and the Ethics of Immigration Control",2023,"Journal of Applied Philosophy","40","1",,"26","34",,,"10.1111/japp.12557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123955779&doi=10.1111%2fjapp.12557&partnerID=40&md5=3830a9c8f27b38937b16fcb7ebb6c6dc","University of California, Berkeley, Berkeley, CA, United States","Song, S., University of California, Berkeley, Berkeley, CA, United States","Song, S.; University of California, United States; email: ssong@law.berkeley.edu",,"John Wiley and Sons Inc",02643758,,,,"English","J. Appl. Philos.",Conference Paper,"Final","",Scopus,2-s2.0-85123955779
"Porter J.I.","26038476200;","How ideal is the ancient self?",2023,"Ideas and Idealism in Philosophy",,,,"3","26",,,"10.1515/9783110760767-003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143788347&doi=10.1515%2f9783110760767-003&partnerID=40&md5=5fad60e5bc0f098f8c226c01309f345f","University of California, Berkeley, United States","Porter, J.I., University of California, Berkeley, United States","Porter, J.I.; University of CaliforniaUnited States",,"De Gruyter",,9783110760767; 9783110760736,,,"English","Ideas and Idealism in Philos.",Book Chapter,"Final","",Scopus,2-s2.0-85143788347
"Michael L., Farmer S., Finley G., Acosta K.S., Beier C., Icahuatet A.C., Baneo D.I., Saita M.S.","57206499811;58584488400;55800094000;55799938000;8755503000;58542611900;57538362500;58542447300;","Muniche",2023,"Language Isolates II: Kanoé to Yurakaré: An International Handbook",,,,"851","891",,,"10.1515/9783110432732-005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168376493&doi=10.1515%2f9783110432732-005&partnerID=40&md5=4397927b77a559fe03c4647c75dacad7","University of California, Berkeley, United States; Universidad Nacional Mayor de San Marcos, Peru; Munichis, Loreto, Peru","Michael, L., University of California, Berkeley, United States; Farmer, S.; Finley, G.; Acosta, K.S., Universidad Nacional Mayor de San Marcos, Peru; Beier, C., University of California, Berkeley, United States; Icahuatet, A.C., Munichis, Loreto, Peru; Baneo, D.I.; Saita, M.S., Munichis, Loreto, Peru","Michael, L.; University of CaliforniaUnited States",,"De Gruyter",,9783110432732; 9783110440744,,,"English","Language Isolates II: Kanoé to Yurakaré: An Internat. Handb.",Book Chapter,"Final","",Scopus,2-s2.0-85168376493
"Epps P., Michael L.","15831460700;57206499811;","Language Isolates II: Kanoé to Yurakaré: An International Handbook",2023,"Language Isolates II: Kanoé to Yurakaré: An International Handbook",,,,"1","1378",,,"10.1515/9783110432732","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168363960&doi=10.1515%2f9783110432732&partnerID=40&md5=d7791cfd63a82115102109d191a5c4f5","University of Texas at AustinTX, United States; UC BerkeleyCA, United States","Epps, P., University of Texas at AustinTX, United States; Michael, L., UC BerkeleyCA, United States","Epps, P.; University of Texas at AustinUnited States",,"De Gruyter",,9783110432732; 9783110440744,,,"English","Language Isolates II: Kanoé to Yurakaré: An Internat. Handb.",Book,"Final","",Scopus,2-s2.0-85168363960
"O'Hagan Z.","57208819514;","Taushiro",2023,"Language Isolates II: Kanoé to Yurakaré: An International Handbook",,,,"995","1027",,,"10.1515/9783110432732-009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168345167&doi=10.1515%2f9783110432732-009&partnerID=40&md5=c138d127decb196f77d5ad0b50e4a848","Department of Linguistics, University of California, Berkeley, United States","O'Hagan, Z., Department of Linguistics, University of California, Berkeley, United States","O'Hagan, Z.; Department of Linguistics, United States",,"De Gruyter",,9783110432732; 9783110440744,,,"English","Language Isolates II: Kanoé to Yurakaré: An Internat. Handb.",Book Chapter,"Final","",Scopus,2-s2.0-85168345167
"O'Hagan Z.","57208819514;","Omurano",2023,"Language Isolates II: Kanoé to Yurakaré: An International Handbook",,,,"939","955",,,"10.1515/9783110432732-007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168334992&doi=10.1515%2f9783110432732-007&partnerID=40&md5=63f994cdd931cafbe56fb5360af5722f","Department of Linguistics, University of California, Berkeley, United States","O'Hagan, Z., Department of Linguistics, University of California, Berkeley, United States","O'Hagan, Z.; Department of Linguistics, United States",,"De Gruyter",,9783110432732; 9783110440744,,,"English","Language Isolates II: Kanoé to Yurakaré: An Internat. Handb.",Book Chapter,"Final","",Scopus,2-s2.0-85168334992
"Epps P., Michael L.","15831460700;57206499811;","Introduction: The languages of Amazonia",2023,"Amazonian Languages Language Isolates I: Aikanã to Kandozi-Chapra: An International Handbook",,,,"xvii","lxi",,,"10.1515/9783110419405-203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151895772&doi=10.1515%2f9783110419405-203&partnerID=40&md5=4f7c49ac2f34eabff52b7aac869bc1f4","University of Texas, Austin, United States; University of California, Berkeley, United States","Epps, P., University of Texas, Austin, United States; Michael, L., University of California, Berkeley, United States","Epps, P.; University of TexasUnited States",,"De Gruyter",,9783110419405; 9783110422511,,,"English","Amazonian lang. lang. isol. I: Aikanã to Kandozi-Chapra: An intern. handb.",Book Chapter,"Final","All Open Access, Bronze",Scopus,2-s2.0-85151895772
"Epps P., Michael L.","15831460700;57206499811;","Amazonian languages language isolates I: Aikanã to kandozi-chapra: An international handbook",2023,"Amazonian Languages Language Isolates I: Aikanã to Kandozi-Chapra: An International Handbook",,,,"1","659",,,"10.1515/9783110419405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151877367&doi=10.1515%2f9783110419405&partnerID=40&md5=60988e5dd4ec554235144e592d5e1b67","University of Texas, Austin, United States; University of California, Berkeley, United States","Epps, P., University of Texas, Austin, United States; Michael, L., University of California, Berkeley, United States","Epps, P.; University of TexasUnited States",,"De Gruyter",,9783110419405; 9783110422511,,,"English","Amazonian lang. lang. isol. I: Aikanã to Kandozi-Chapra: An intern. handb.",Book,"Final","",Scopus,2-s2.0-85151877367
"Beier C., Michael L.","8755503000;57206499811;","Aiwa",2023,"Amazonian Languages Language Isolates I: Aikanã to Kandozi-Chapra: An International Handbook",,,,"173","221",,,"10.1515/9783110419405-004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151865206&doi=10.1515%2f9783110419405-004&partnerID=40&md5=1972a0cf13a00d7a550badebe9039d86","University of California, Berkeley and Cabeceras Aid Project, United States; University of California, Berkeley, United States","Beier, C., University of California, Berkeley and Cabeceras Aid Project, United States; Michael, L., University of California, Berkeley, United States","Beier, C.; University of California, United States",,"De Gruyter",,9783110419405; 9783110422511,,,"English","Amazonian lang. lang. isol. I: Aikanã to Kandozi-Chapra: An intern. handb.",Book Chapter,"Final","",Scopus,2-s2.0-85151865206
"Ascoli A.R.","37080287100;","Dante and the faith of the reader",2023,"In the Footsteps of Dante: Crossroads of European Humanism",,,,"81","108",,,"10.1515/9783110796049-005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147963581&doi=10.1515%2f9783110796049-005&partnerID=40&md5=ba60bdd6ea694d65d9c75a747f9c9a98","University of California at Berkeley, United States","Ascoli, A.R., University of California at Berkeley, United States","Ascoli, A.R.; University of California at BerkeleyUnited States",,"Walter de Gruyter GmbH",,9783110796049; 9783110795943,,,"English","In the Footsteps of Dante: Crossroads of Eur. Humanism",Book Chapter,"Final","",Scopus,2-s2.0-85147963581
"Brown M.K., Carnoy M., Currie E., Duster T., Oppenheimer D.B., Shultz M.M., Wellman D.","55722048900;6701611241;35847342400;6603283433;56650757200;57217459677;55248848100;","Whitewashing Race: The Myth of a Color-Blind Society",2023,"Whitewashing Race: The Myth of a Color-Blind Society",,,,"1","382",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138390149&partnerID=40&md5=96bd6d7206161c3ad4607fb068f2aec9","University of California, Santa Cruz, United States; Stanford University, United States; University of California, Irvine, United States; Faculty of Law, School of Justice, Queensland University of Technology, Australia; University of California, Berkeley, United States; Boalt Hall School of Law, University of California, Berkeley, United States","Brown, M.K., University of California, Santa Cruz, United States; Carnoy, M., Stanford University, United States; Currie, E., University of California, Irvine, United States, Faculty of Law, School of Justice, Queensland University of Technology, Australia; Duster, T., University of California, Berkeley, United States; Oppenheimer, D.B., University of California, Berkeley, United States; Shultz, M.M., Boalt Hall School of Law, University of California, Berkeley, United States; Wellman, D., University of California, Santa Cruz, United States","Brown, M.K.; University of CaliforniaUnited States",,"University of California Press",,9780520394605; 9780520385863,,,"English","Whitewashing Race: The Myth of a Color-Blind Soc.",Book,"Final","",Scopus,2-s2.0-85138390149
"Gomez K.","57604457600;","Sanskrit and the labour of gender in early modern South India",2023,"Modern Asian Studies","57","1",,"167","194",,1,"10.1017/S0026749X21000640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128513931&doi=10.1017%2fS0026749X21000640&partnerID=40&md5=b9408d92a6e5c50121fc5f3473ef3b38","Department of South and Southeast Asian Studies, University of California, Berkeley, Berkeley, CA, United States","Gomez, K., Department of South and Southeast Asian Studies, University of California, Berkeley, Berkeley, CA, United States","Gomez, K.; Department of South and Southeast Asian Studies, United States; email: kashi.gomez@berkeley.edu",,"Cambridge University Press",0026749X,,,,"English","Mod. Asian Stud.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85128513931
